;energy;liveness;speechiness;acousticness;instrumentalness;danceability;valence;uri;song_names;artist
23;0.8320000000000001;0.961;0.0622;0.282;3.04e-06;0.536;0.455;spotify:track:375uITcGWzuoaAPJYz2Lp9;Sígueme - En Directo En El Estadio Olímpico De La Cartuja De Sevilla / 2016;Manuel Carrasco
24;0.879;0.9109999999999999;0.166;0.205;5.88e-05;0.522;0.513;spotify:track:2EvW4BICUdh4XBsRZkSSK6;Que Nadie - En Directo En El Estadio Olímpico De La Cartuja De Sevilla / 2016;Manuel Carrasco
25;0.317;0.92;0.0539;0.961;7.82e-06;0.371;0.166;spotify:track:6MbBWNGDuBJzDV2NXbQ1bb;Piano Bailando El Viento - En Directo En El Estadio Olímpico De La Cartuja De Sevilla / 2016;Manuel Carrasco
26;0.8490000000000001;0.9690000000000001;0.157;0.445;0.0;0.485;0.489;spotify:track:3nIfn65xBnop3YVueGHB4F;Ya No - En Directo En El Estadio Olímpico De La Cartuja De Sevilla / 2016;Manuel Carrasco
27;0.737;0.895;0.0641;0.168;1.58e-06;0.5;0.35;spotify:track:7qLMTG99vUMVELHB0yCjWH;Amor Planetario - En Directo En El Estadio Olímpico De La Cartuja De Sevilla / 2016;Manuel Carrasco
28;0.7240000000000001;0.748;0.19899999999999998;0.638;5.21e-06;0.48100000000000004;0.518;spotify:track:4UIvzmMCkEZj8cZclXpKun;Sevilla - En Directo En El Estadio Olímpico De La Cartuja De Sevilla 2016;Manuel Carrasco
29;0.7809999999999999;0.616;0.0817;0.127;1.86e-06;0.39399999999999996;0.364;spotify:track:4HWee28fiPF2blImhykCcG;En El Bar De Los Pesares - En Directo En El Estadio Olímpico De La Cartuja De Sevilla / 2016;Manuel Carrasco
30;0.7040000000000001;0.966;0.0878;0.632;7.15e-05;0.34299999999999997;0.19899999999999998;spotify:track:1fbKeNaD82O8vR08W13jTS;Siendo Uno Mismo - En Directo En El Estadio Olímpico De La Cartuja De Sevilla / 2016;Manuel Carrasco
31;0.434;0.0893;0.0561;0.845;0.0;0.735;0.44799999999999995;spotify:track:0ecukPDyYZTJDN0sfUeREe;Ya No - Versión Acústica;Manuel Carrasco
32;0.44799999999999995;0.109;0.0463;0.87;1.25e-05;0.68;0.498;spotify:track:7Eyny0KIFS5qEFOdfZ19LM;Tambores De Guerra - Versión Acústica;Manuel Carrasco
33;0.307;0.124;0.0996;0.894;0.0;0.455;0.309;spotify:track:3zV7zTXbxb2MEnaThBfgEr;Yo Te Vi Pasar;Manuel Carrasco
34;0.617;0.155;0.0417;0.297;0.0;0.502;0.337;spotify:track:3RBiKNn0qns7N0sOLsMD5O;Cuando Llegó El Momento;Manuel Carrasco
35;0.882;0.225;0.0281;0.0977;0.0;0.633;0.877;spotify:track:19okLEjTyCHK1FfrHfivIA;Quiero Estar A Tu Lado;Manuel Carrasco
36;0.669;0.152;0.0349;0.21100000000000002;0.0;0.557;0.516;spotify:track:0UcKX6QtY5RMu96LJdshhy;La Aventura De Vivir;Manuel Carrasco
37;0.731;0.102;0.0438;0.47700000000000004;0.0;0.45399999999999996;0.363;spotify:track:38tsOMarcSzq1BC74aesqi;Mirándote De Frente;Manuel Carrasco
38;0.9440000000000001;0.318;0.0459;0.0016300000000000002;0.586;0.775;0.39899999999999997;spotify:track:5WYHw1zaj1il0KNfjT6sVz;Gypsy King;CamelPhat
39;0.6729999999999999;0.0856;0.0816;0.36200000000000004;0.531;0.785;0.44299999999999995;spotify:track:2AtleKEZy5KkmlAj0krALx;Matadora;Sofi Tukker
40;0.629;0.0857;0.0433;0.767;0.0048200000000000005;0.525;0.303;spotify:track:6O0rKdBY8tuIIqVfqtlnHL;La Teva Veu;Joan Dausà
41;0.723;0.12;0.0752;0.187;0.5489999999999999;0.6829999999999999;0.319;spotify:track:7j6DqnrZpLKdpfX8wcb233;Three Sides of Nazareth;Nicolas Jaar
42;0.657;0.0713;0.105;0.264;0.00619;0.863;0.8290000000000001;spotify:track:1LzguIGcb1qtA1Kw9pfwAP;No Roots;Alice Merton
43;0.2;0.105;0.0403;0.887;0.00857;0.217;0.1;spotify:track:0PZgWJCQF4L4AZBXSI27Ws;Ara Som Gegants;Joan Dausà
44;0.597;0.26;0.0348;0.307;0.013999999999999999;0.608;0.6759999999999999;spotify:track:7fMUp59CqXoGYigVK2FbVl;Obriu-me el Cap;Joan Dausà
45;0.29600000000000004;0.11199999999999999;0.0384;0.684;0.0573;0.496;0.15;spotify:track:56kl39mP1eo6ZcmJaiC2RS;Caure No Feia Mal;Joan Dausà
46;0.7909999999999999;0.135;0.0449;0.0369;0.0;0.675;0.961;spotify:track:4Ews3V2EE9m2KmBxR0MNri;La Gran Eufòria;Joan Dausà
47;0.73;0.142;0.0433;0.569;1.33e-06;0.426;0.655;spotify:track:1ytfO7s2XcIWiSU5lqNyqx;Tanca els Ulls;Joan Dausà
48;0.272;0.0899;0.0294;0.61;0.000816;0.491;0.0971;spotify:track:4x4RVWFnzQrvSwwG351I1p;Nàufrags;Joan Dausà
49;0.275;0.0962;0.0308;0.828;0.000295;0.34600000000000003;0.218;spotify:track:73dgyDBCxA0dhoCs1ReTDj;Quan Tot És Cert;Joan Dausà
0;0.43799999999999994;0.225;0.0328;0.39299999999999996;0.00187;0.493;0.43200000000000005;spotify:track:0qaWxVVd3KrP4WY27KWpIe;In a River;Rostam
1;0.512;0.449;0.0393;0.503;0.0172;0.6559999999999999;0.9079999999999999;spotify:track:13b7DXwrTyOnYOzYXIOHMt;Pa'lante;Salomón Beda
2;0.138;0.107;0.0419;0.865;0.00313;0.6579999999999999;0.39799999999999996;spotify:track:6n50vexd6yBNvSOc6QHT5X;The Girl From Ipanema;Stan Getz
3;0.6779999999999999;0.105;0.0561;0.0333;0.00123;0.8109999999999999;0.426;spotify:track:2FhN2KhUvT91Q3Er4v9Qpd;Coastin';Zion I
4;0.8170000000000001;0.0884;0.133;0.29600000000000004;0.00336;0.61;0.889;spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU;Rock Me Amadeus - The Gold Mix;Falco
5;0.625;0.122;0.0355;0.0804;0.0;0.818;0.9590000000000001;spotify:track:0r1kH7SIkkPP9W7mUknObF;Easy;Cro
6;0.59;0.0851;0.0395;0.129;0.00847;0.764;0.281;spotify:track:5LciLoxa1gK70yIUeoHgRx;To My Love - Tainy Remix;Bomba Estéreo
7;0.613;0.10800000000000001;0.0353;0.0752;0.7859999999999999;0.6970000000000001;0.214;spotify:track:1kCpiMC5axrHlYNrvZjrEJ;Burns - Moby Remix (Edit);George FitzGerald
8;0.55;0.273;0.0428;0.02;0.899;0.765;0.218;spotify:track:337GOwUkPisx8pCL7jFBeD;FACES;The Blaze
9;0.42700000000000005;0.10300000000000001;0.0552;0.607;0.447;0.5870000000000001;0.134;spotify:track:3NAS6MitFvREpnYQ3JalFr;Strobe Lights;Kilian & Jo
10;0.778;0.0753;0.0459;0.0712;1.23e-06;0.583;0.6729999999999999;spotify:track:2bVb4JtkhgZk7a8W3f3tOr;Icarus;Bastille
11;0.526;0.107;0.0374;0.0637;0.000459;0.8170000000000001;0.606;spotify:track:39Yi5kzFTB5AsTy0I81aB9;Mamita (feat. Natalia Lafourcade);Rawayana
12;0.434;0.0999;0.0302;0.83;3.62e-06;0.7879999999999999;0.585;spotify:track:7Li9u5C7CNLvqOqhrhZEML;Dulcito e Coco;Vicente Garcia
13;0.882;0.156;0.0413;0.0141;0.00527;0.586;0.40299999999999997;spotify:track:5NToxqZa79VhZaQLRE6omu;When Doves Cry;Alex Clare
14;0.42;0.10800000000000001;0.0286;0.0715;5.6899999999999994e-05;0.653;0.44;spotify:track:1JRL2UNCL1JRwXlou7ByZ8;The Oldest of Sisters;Balthazar
15;0.6609999999999999;0.0715;0.0636;0.14;0.008620000000000001;0.667;0.14300000000000002;spotify:track:3AZkhtJsX1xFXQV3MuQKnt;In Your Mind;Xibe
16;0.34700000000000003;0.095;0.0364;0.653;0.000185;0.22;0.213;spotify:track:73DDeCMglYDloLSWpJo3ZK;Remission;ÄTNA
17;0.335;0.11800000000000001;0.0663;0.036000000000000004;0.763;0.8029999999999999;0.183;spotify:track:2q7En96Ns1mdtAUMk1SQoF;Wildfire;Simina Grigoriu
18;0.608;0.11900000000000001;0.0449;0.364;0.0493;0.6809999999999999;0.418;spotify:track:5jQXXdzYWGenp2tlzlyGqN;Tessellate;alt-J
19;0.735;0.0993;0.0604;0.0163;0.61;0.708;0.72;spotify:track:3zGB8rE7Guy8R1FJ1csX95;Caje [feat. Narra] - Orginal Version;Niconé
20;0.578;0.24600000000000002;0.043;0.22399999999999998;0.92;0.79;0.812;spotify:track:2TBL24r897ewBYvf2hItYc;All Night;Parov Stelar
21;0.293;0.215;0.0486;0.7859999999999999;0.0;0.67;0.36;spotify:track:3N2vr4m44BBZiVCZ0O4bnf;Thirteen Thirty-Five;Dillon
22;0.6759999999999999;0.0904;0.0547;0.187;0.0001;0.821;0.5589999999999999;spotify:track:3gNNXc7GUgKRPR15W77eDR;One Day / Reckoning Song (Wankelmut Remix) [Radio Edit];Asaf Avidan & the Mojos
23;0.645;0.146;0.0387;0.11800000000000001;0.00114;0.569;0.247;spotify:track:7gARZ2i5u5DHC1b1n1fML5;Breezeblocks;alt-J
24;0.154;0.122;0.0724;0.907;0.00151;0.868;0.807;spotify:track:5c4Yrl4GzS8vc4Mzq1LUFD;Fica Tudo Bem;Silva
25;0.7759999999999999;0.45799999999999996;0.0448;0.00081;0.0;0.617;0.40700000000000003;spotify:track:0gt6DsV3Tx10wdxCoBCtLy;Love Is All I Got;Feed Me
26;0.213;0.113;0.0434;0.836;3.2500000000000004e-05;0.777;0.273;spotify:track:24MUZWEHpIQ8zgxguyoAsa;Matty Groves;Moriarty
27;0.56;0.29100000000000004;0.0458;0.25;0.000393;0.619;0.447;spotify:track:6d1To2gZDyaHncnt2WfMuz;Revolver;LUI HILL
28;0.862;0.0814;0.11;0.037000000000000005;2.1899999999999997e-05;0.7909999999999999;0.5920000000000001;spotify:track:7ef4DlsgrMEH11cDZd32M6;One Kiss (with Dua Lipa);Calvin Harris
29;0.828;0.151;0.0417;0.0106;0.0;0.607;0.6559999999999999;spotify:track:5euPMkM07PqLiC1Q0DhPiy;All The Way Up;Welshly Arms
30;0.8290000000000001;0.307;0.0399;0.0314;0.28300000000000003;0.6970000000000001;0.0398;spotify:track:4UEzDzyec4Ri3W2i99SurO;She;The Blaze
31;0.731;0.0722;0.09300000000000001;0.204;0.0;0.685;0.7859999999999999;spotify:track:4yN6xPLopmTLvc27pO9LIE;Si Tú La Ves (feat. Wisin);Nicky Jam
32;0.616;0.0816;0.0272;0.27699999999999997;0.0;0.647;0.79;spotify:track:7bXvOMQ3UrcTS1dO9Ppzsg;Sober Up;AJR
33;0.8640000000000001;0.222;0.0468;0.484;0.0;0.637;0.706;spotify:track:45FrYVS9BScbfO8lujdsW0;Saturday Sun;Vance Joy
34;0.63;0.149;0.0527;0.853;1.9699999999999998e-05;0.564;0.423;spotify:track:1oaXXLCrcm5JUQD0XgVcle;Lovesick;LAUREL
35;0.826;0.065;0.0286;0.0322;0.0;0.626;0.7879999999999999;spotify:track:4Hn5Jhz7OAdfTqrKZzN0tf;Found What I've Been Looking For;Tom Grennan
36;0.608;0.0356;0.0678;0.0176;6.7e-06;0.6859999999999999;0.59;spotify:track:145QaTU2UvcUNkC04RIYkT;Alright;Jain
37;0.541;0.106;0.12300000000000001;0.441;0.0;0.5429999999999999;0.37799999999999995;spotify:track:2EGJB8bDbbxtvSgJQLwqK7;Then;Anne-Marie
38;0.706;0.0712;0.067;0.303;0.863;0.838;0.7759999999999999;spotify:track:0slkzFvyBWcwnjEEDtYE5E;Ultimatum - Edit;Disclosure
39;0.129;0.157;0.0322;0.904;1.52e-06;0.363;0.147;spotify:track:0Cvjlph1WGbwZY1PlMEtJY;Come Away With Me;Norah Jones
40;0.474;0.149;0.0313;0.779;1.23e-06;0.685;0.36;spotify:track:1jdNcAD8Ir58RlsdGjJJdx;Ho Hey;The Lumineers
41;0.779;0.045;0.11800000000000001;0.0452;2.59e-06;0.7240000000000001;0.951;spotify:track:4m6TchyJvvZepSKYZPQFml;Bailando - Spanish Version;Enrique Iglesias
42;0.353;0.11699999999999999;0.0855;0.768;0.00558;0.779;0.7090000000000001;spotify:track:4zJgpriKxuCTnhlJDOhnkx;Only You;Ayọ
0;0.539;0.10099999999999999;0.17800000000000002;0.163;2.1000000000000002e-06;0.833;0.385;spotify:track:6MWtB6iiXyIwun0YzU6DFP;Wow.;Post Malone
1;0.321;0.0884;0.32299999999999995;0.578;0.0;0.725;0.319;spotify:track:14msK75pk3pA33pzPVNtBF;7 rings;Ariana Grande
2;0.636;0.342;0.086;0.0395;0.00125;0.8370000000000001;0.27399999999999997;spotify:track:2t8yVaLvJ0RenpXUIAC52d;a lot;21 Savage
3;0.753;0.0944;0.11;0.159;0.0;0.526;0.376;spotify:track:0UJmSMFB05CyY3dTps6g2c;Waves;DAWN
4;0.6729999999999999;0.47200000000000003;0.16;0.49200000000000005;1.7800000000000002e-05;0.659;0.7020000000000001;spotify:track:1s6peZNxETxrrfMrveNZW8;Proud of Me (feat. Little Simz);Mahalia
5;0.818;0.0219;0.0334;0.00647;4.87e-06;0.695;0.9159999999999999;spotify:track:0w5Bdu51Ka25Pf3hojsKHh;Hard Times;Paramore
6;0.85;0.068;0.0436;0.0339;2.71e-05;0.6940000000000001;0.8809999999999999;spotify:track:6grso8enYqWOZGupELzO0u;Amanhã Já Era;Nicola Són
7;0.7240000000000001;0.13;0.0689;0.151;0.0018899999999999998;0.748;0.703;spotify:track:5JIGmdJjGKukNFJzPnWRUQ;Trap Beldi;ISSAM
8;0.53;0.0998;0.0656;0.00172;0.9440000000000001;0.722;0.0903;spotify:track:1Xgg0bhjK57PJ6WLYOi3oY;Levo;Recondite
9;0.24100000000000002;0.14;0.0374;0.9740000000000001;4.36e-06;0.44;0.265;spotify:track:7fZQFBBemxcu9cPx1pqsMc;Silence;Damso
10;0.542;0.247;0.19699999999999998;0.493;2.75e-06;0.6920000000000001;0.285;spotify:track:06O3hxudc6V0BOuoCFSy71;Tout oublier;Angèle
11;0.44;0.0901;0.0801;0.8220000000000001;3.98e-06;0.6679999999999999;0.127;spotify:track:3iXhLi33EpUfcOwasC8un1;Ta reine;Angèle
12;0.466;0.14300000000000002;0.114;0.366;3.01e-05;0.7709999999999999;0.614;spotify:track:4mNGMNTjcTuQLZds2WTx5B;Rude (feat. Jean Deaux);Sango
13;0.27;0.11199999999999999;0.0342;0.809;0.033;0.485;0.308;spotify:track:4yOiMpCUGmhZIDGkqiMoAt;Digital Sex;C Y G N
14;0.447;0.11199999999999999;0.0399;0.21899999999999997;0.688;0.757;0.28;spotify:track:1YT1zLUNAy4qtdlAFX078j;slumpin;Jinsang
15;0.561;0.11699999999999999;0.243;0.221;0.0;0.5539999999999999;0.134;spotify:track:34JhrCXAX7JXmc3gjVaspA;Double Shifts;Charlotte Cardin
16;0.6759999999999999;0.428;0.21600000000000003;0.0198;1.26e-05;0.6729999999999999;0.391;spotify:track:7f4bRMqRKRfUNPW2gbTHSt;Save Me From Myself (with NoMBe & Big Gigantic);Louis The Child
17;0.8340000000000001;0.0681;0.0513;6.24e-05;0.938;0.8059999999999999;0.8440000000000001;spotify:track:6YGlapOroFDIYE4mzM3Gmn;Les Enfants;Cassius
18;0.7879999999999999;0.391;0.152;0.00428;0.639;0.574;0.0738;spotify:track:3sykiSQr56MVZW1vp3hJgK;b song;San Holo
19;0.85;0.0545;0.212;0.0905;2.3199999999999998e-05;0.66;0.522;spotify:track:4G37Ti2mThHGFNDWj1s0OH;Brazilian Soul (feat. Sofi Tukker) - FTampa Remix;The Knocks
20;0.9159999999999999;0.35200000000000004;0.231;0.0687;0.0;0.544;0.45399999999999996;spotify:track:2QZBf5Rq9bCHFt7j95G4w2;Bubblin (feat. Busta Rhymes) - Remix;Anderson .Paak
21;0.5329999999999999;0.0919;0.38799999999999996;0.19399999999999998;1.4000000000000001e-05;0.56;0.9079999999999999;spotify:track:21pNGvUyQ8NjcfRrzge25F;What If I Go?;Mura Masa
22;0.45;0.0994;0.0463;0.87;0.29600000000000004;0.757;0.938;spotify:track:4Ww5qPDBEiGZ4GZIQKUAbC;Ciao;Al Caiola
23;0.39799999999999996;0.0783;0.0277;0.483;0.14;0.353;0.66;spotify:track:6lpZUg2awFNkCjK4g4HFrJ;Sail Along Silvery Moon;Billy Vaughn
24;0.667;0.102;0.0679;0.271;1.2e-06;0.746;0.384;spotify:track:5udz8YvYKpDRB3gcSILh0e;thank u, next;Ariana Grande
25;0.909;0.135;0.0432;0.000766;0.000285;0.522;0.609;spotify:track:7B9XEzNJ6dVg6iBpRvkKZU;It Gets Better;GRiZ
26;0.863;0.11800000000000001;0.0742;0.0873;1.04e-06;0.619;0.657;spotify:track:2uAu7cL2SCVlo1MhKY9YLP;Como Enamoraban Antes;Fonseca
27;0.805;0.29100000000000004;0.0856;0.013999999999999999;3.1e-06;0.716;0.7190000000000001;spotify:track:6tHWl8ows5JOZq9Yfaqn3M;Mine;Bazzi
28;0.672;0.147;0.068;0.622;0.00108;0.466;0.10800000000000001;spotify:track:4rv1ww0dUwFZcDVPqhcOcX;Try Me;The Weeknd
29;0.736;0.17300000000000001;0.0359;0.145;0.000352;0.67;0.179;spotify:track:6znZbTV31rdQmVDocXV8vH;I Wish I Could (feat. Selah Sue);Selah Sue
30;0.745;0.10400000000000001;0.0464;0.354;2.9299999999999997e-05;0.7909999999999999;0.82;spotify:track:2ijef6ni2amuunRoKTlgww;Sin Pijama;Becky G
31;0.872;0.0991;0.0726;0.00264;0.023;0.7140000000000001;0.722;spotify:track:6C8NyKsm8aEwdRXyGYhj55;1, 2, 3 (feat. De La Ghetto) - The Knocks Remix;Sofia Reyes
32;0.721;0.0505;0.153;0.111;5.9e-05;0.769;0.618;spotify:track:31M5m42C3EGlbydf9XB5to;Duro y Suave;Leslie Grace
33;0.493;0.127;0.0735;0.128;0.000147;0.909;0.8440000000000001;spotify:track:1Ft13La2daEGqz5yWJC7lx;Bella;Wolfine
34;0.57;0.107;0.185;0.6659999999999999;0.0;0.6920000000000001;0.309;spotify:track:1It1TxBK3xIQAB4xJkPevn;Blue Lights;Jorja Smith
35;0.151;0.11199999999999999;0.0333;0.67;0.871;0.11699999999999999;0.0378;spotify:track:0EQGC3MA6bn3z8Cpv3JkIt;In the Shadow of Man;Philip Glass
36;0.17600000000000002;0.106;0.0375;0.10099999999999999;0.47700000000000004;0.184;0.0641;spotify:track:2CnpW34WDKYhburCxZqbih;Time of Discovery;Philip Glass
37;0.12;0.125;0.0416;0.826;0.209;0.16399999999999998;0.0383;spotify:track:5zrI19qXGFL7lHCRiNQqmL;Mother;Philip Glass
38;0.171;0.114;0.0331;0.539;0.774;0.294;0.0769;spotify:track:6Xa5J6QySFKK5AvN4Jmwhq;The Proposal;Philip Glass
39;0.21600000000000003;0.11900000000000001;0.0443;0.669;0.88;0.226;0.0772;spotify:track:2GS6EzCSMwQLIxPZbST6ou;Serengeti;Philip Glass
40;0.377;0.17600000000000002;0.0407;0.307;0.9490000000000001;0.24;0.20600000000000002;spotify:track:75zomOuF5Xe3fCrYbggeyx;The Aggression;Philip Glass
41;0.0589;0.106;0.037000000000000005;0.919;0.774;0.24600000000000002;0.0496;spotify:track:5Cy0vzv2orXidIwWf6mAea;Hugo Arrives;Philip Glass
42;0.6940000000000001;0.251;0.051;0.0152;0.965;0.5379999999999999;0.563;spotify:track:7fa59yrSxdnviuReYb94w6;Teeming Life;Philip Glass
43;0.128;0.11199999999999999;0.0449;0.853;0.9129999999999999;0.139;0.106;spotify:track:3kRAtGJJGY5jolVB5sUDJO;Grub is Born;Philip Glass
44;0.0599;0.114;0.0394;0.856;0.932;0.115;0.0358;spotify:track:0DcsIiTE6l7PqI4DVA1oCe;A New Generation;Philip Glass
45;0.21600000000000003;0.0779;0.0382;0.7340000000000001;0.934;0.19399999999999998;0.0391;spotify:track:0t82zqUswO6oTv4zAHd56j;Parent and Child;Philip Glass
46;0.0458;0.18899999999999997;0.0401;0.58;0.909;0.139;0.0374;spotify:track:62SNAjLWcrPxYcf3rKRaAm;Flint Dies;Philip Glass
47;0.266;0.18;0.0314;0.513;0.93;0.23600000000000002;0.0888;spotify:track:0Jnmhjxq7KmboAzK702uNq;Time in Gombe;Philip Glass
48;0.23600000000000002;0.47600000000000003;0.0391;0.0416;0.895;0.37799999999999995;0.11199999999999999;spotify:track:3pk1ycSonVHDk0dlbfPNro;Community Divides;Philip Glass
49;0.294;0.10300000000000001;0.0373;0.28800000000000003;0.945;0.174;0.0399;spotify:track:6aDerNa8GOuJGIqa13gdmg;Perfect Life;Philip Glass
